Price,Close,High,Low,Open,Volume
Ticker,TSLA,TSLA,TSLA,TSLA,TSLA
Date,,,,,
2021-11-01 00:00:00,402.8633422851562,403.25,372.8866577148438,381.6666564941406,168146100
2021-11-02 00:00:00,390.6666564941406,402.8633422851562,382,386.4533386230469,128213400
2021-11-03 00:00:00,404.6199951171875,405.1300048828125,384.2066650390625,392.4433288574219,103885500
2021-11-04 00:00:00,409.9700012207031,414.4966735839844,405.6666564941406,411.4700012207031,76192200
2021-11-05 00:00:00,407.3633422851562,413.2900085449219,402.6666564941406,409.3333435058594,64886400
2021-11-08 00:00:00,387.6466674804688,399,377.6666564941406,383.2633361816406,100337100
2021-11-09 00:00:00,341.1666564941406,391.5,337.17333984375,391.2000122070312,177317400
2021-11-10 00:00:00,355.9833374023438,359.3666687011719,329.1033325195312,336.8033447265625,128408100
2021-11-11 00:00:00,354.5033264160156,368.3233337402344,351.5599975585938,367.5899963378906,67189800
2021-11-12 00:00:00,344.4733276367188,351.5,339.7333374023438,349.1666564941406,76719300
2021-11-15 00:00:00,337.7966613769531,343.9933471679688,326.2000122070312,339.2099914550781,104326800
2021-11-16 00:00:00,351.57666015625,352.3999938964844,334.0599975585938,334.4366760253906,79627200
2021-11-17 00:00:00,363.0033264160156,373.2133178710938,351.8333435058594,354.5033264160156,94336200
2021-11-18 00:00:00,365.4599914550781,370.6666564941406,358.3399963378906,368.8500061035156,62696700
2021-11-19 00:00:00,379.0199890136719,379.5733337402344,364.2333374023438,366.2900085449219,64926900
2021-11-22 00:00:00,385.6233215332031,400.6499938964844,377.4766540527344,387.4433288574219,99217500
2021-11-23 00:00:00,369.6766662597656,393.5,354.2333374023438,389.1700134277344,108515100
2021-11-24 00:00:00,372,377.5899963378906,354,360.1300048828125,67680600
2021-11-26 00:00:00,360.6400146484375,369.5933227539062,360.3333435058594,366.489990234375,35042700
2021-11-29 00:00:00,378.9966735839844,380.8900146484375,366.7300109863281,366.9966735839844,58393500
2021-11-30 00:00:00,381.586669921875,389.3333435058594,372.6666564941406,381.4566650390625,81276000
2021-12-01 00:00:00,365,390.9466552734375,363.586669921875,386.8999938964844,68450400
2021-12-02 00:00:00,361.5333251953125,371,352.2166748046875,366.3533325195312,73114800
2021-12-03 00:00:00,338.3233337402344,363.5266723632812,333.4033203125,361.5966796875,92322000
2021-12-06 00:00:00,336.336669921875,340.5466613769531,316.8333435058594,333.836669921875,81663000
2021-12-07 00:00:00,350.5833435058594,352.5566711425781,342.2699890136719,348.0666809082031,56084700
2021-12-08 00:00:00,356.3200073242188,357.4599914550781,344.3333435058594,350.9033203125,41906400
2021-12-09 00:00:00,334.6000061035156,354.163330078125,334.1199951171875,353.5466613769531,59438400
2021-12-10 00:00:00,339.010009765625,340.32666015625,327.510009765625,336.25,59664300
2021-12-13 00:00:00,322.1366577148438,335,317.1400146484375,333.6966552734375,78595500
2021-12-14 00:00:00,319.5033264160156,322.1366577148438,310,315,70806300
2021-12-15 00:00:00,325.3299865722656,326.25,309.4166564941406,317.7366638183594,75169200
2021-12-16 00:00:00,308.9733276367188,331.6600036621094,307.2833251953125,331.5,82771500
2021-12-17 00:00:00,310.8566589355469,320.2200012207031,303.0133361816406,304.92333984375,100437300
2021-12-20 00:00:00,299.9800109863281,307.2300109863281,297.7966613769531,303.5666809082031,56480100
2021-12-21 00:00:00,312.8433227539062,313.1666564941406,295.3733215332031,305.6233215332031,71517900
2021-12-22 00:00:00,336.2900085449219,338.5533447265625,319.0166625976562,321.8866577148438,93634200
2021-12-23 00:00:00,355.6666564941406,357.6600036621094,332.5199890136719,335.6000061035156,92713200
2021-12-27 00:00:00,364.6466674804688,372.3333435058594,356.9066772460938,357.8900146484375,71145900
2021-12-28 00:00:00,362.8233337402344,373,359.4733276367188,369.8299865722656,60324000
2021-12-29 00:00:00,362.0633239746094,368,354.7133178710938,366.2133178710938,56154000
2021-12-30 00:00:00,356.7799987792969,365.1833190917969,351.0499877929688,353.7766723632812,47040900
2021-12-31 00:00:00,352.260009765625,360.6666564941406,351.5299987792969,357.8133239746094,40733700
2022-01-03 00:00:00,399.9266662597656,400.3566589355469,378.6799926757812,382.5833435058594,103931400
2022-01-04 00:00:00,383.1966552734375,402.6666564941406,374.3500061035156,396.5166625976562,100248300
2022-01-05 00:00:00,362.7066650390625,390.1133422851562,360.336669921875,382.2166748046875,80119800
2022-01-06 00:00:00,354.8999938964844,362.6666564941406,340.1666564941406,359,90336600
2022-01-07 00:00:00,342.3200073242188,360.3099975585938,336.6666564941406,360.1233215332031,84164700
2022-01-10 00:00:00,352.7066650390625,353.0333251953125,326.6666564941406,333.3333435058594,91815000
2022-01-11 00:00:00,354.7999877929688,358.6166687011719,346.2733459472656,351.2233276367188,66063300
2022-01-12 00:00:00,368.739990234375,371.6133422851562,357.5299987792969,359.6166687011719,83739000
2022-01-13 00:00:00,343.8533325195312,371.8666687011719,342.1799926757812,369.6900024414062,97209900
2022-01-14 00:00:00,349.8699951171875,350.6666564941406,337.7933349609375,339.9599914550781,72924300
2022-01-18 00:00:00,343.5033264160156,356.9299926757812,338.6866760253906,342.2033386230469,66743400
2022-01-19 00:00:00,331.8833312988281,351.5566711425781,331.6666564941406,347.2366638183594,75442500
2022-01-20 00:00:00,332.0899963378906,347.2200012207031,331.3333435058594,336.57666015625,70488600
2022-01-21 00:00:00,314.6333312988281,334.8500061035156,313.5,332.1133422851562,103416000
2022-01-24 00:00:00,310,311.1700134277344,283.8233337402344,301.586669921875,151565700
2022-01-25 00:00:00,306.1333312988281,317.086669921875,301.0700073242188,304.7333374023438,86595900
2022-01-26 00:00:00,312.4700012207031,329.2300109863281,302,317.4766540527344,104867400
2022-01-27 00:00:00,276.3666687011719,311.7966613769531,276.3333435058594,311.1199951171875,147109500
2022-01-28 00:00:00,282.1166687011719,285.8333435058594,264.0033264160156,277.1866760253906,134789100
2022-01-31 00:00:00,312.239990234375,312.663330078125,287.3500061035156,290.9033203125,104436000
2022-02-01 00:00:00,310.4166564941406,314.5666809082031,301.6666564941406,311.7366638183594,73138200
2022-02-02 00:00:00,301.8866577148438,310.5,296.4700012207031,309.3933410644531,66792900
2022-02-03 00:00:00,297.0466613769531,312.3333435058594,293.5066528320312,294,78855600
2022-02-04 00:00:00,307.7733459472656,312.1666564941406,293.7233276367188,299.0733337402344,73625400
2022-02-07 00:00:00,302.4466552734375,315.92333984375,300.9033203125,307.9299926757812,60994500
2022-02-08 00:00:00,307.3333435058594,308.7633361816406,298.2666625976562,301.8433227539062,50729100
2022-02-09 00:00:00,310.6666564941406,315.42333984375,306.6666564941406,311.6666564941406,52259400
2022-02-10 00:00:00,301.5166625976562,314.6033325195312,298.8999938964844,302.7900085449219,66126900
2022-02-11 00:00:00,286.6666564941406,305.3200073242188,283.5666809082031,303.2099914550781,79645800
2022-02-14 00:00:00,291.9200134277344,299.6266784667969,284.3833312988281,287.1900024414062,67756500
2022-02-15 00:00:00,307.4766540527344,307.6666564941406,297.7933349609375,300,57286200
2022-02-16 00:00:00,307.7966613769531,308.8099975585938,300.4033203125,304.6833190917969,51294300
2022-02-17 00:00:00,292.1166687011719,306.1666564941406,291.3666687011719,304.4200134277344,55178400
2022-02-18 00:00:00,285.6600036621094,295.6233215332031,279.2033386230469,295.3333435058594,68501700
2022-02-22 00:00:00,273.8433227539062,285.57666015625,267.0333251953125,278.0433349609375,83288100
2022-02-23 00:00:00,254.6799926757812,278.4333190917969,253.5200042724609,276.8099975585938,95256900
2022-02-24 00:00:00,266.92333984375,267.4933471679688,233.3333282470703,233.4633331298828,135322200
2022-02-25 00:00:00,269.9566650390625,273.1666564941406,260.7999877929688,269.7433471679688,76067700
2022-02-28 00:00:00,290.1433410644531,292.2866821289062,271.5700073242188,271.6700134277344,99006900
2022-03-01 00:00:00,288.1233215332031,296.6266784667969,284.5933227539062,289.8933410644531,74766900
2022-03-02 00:00:00,293.2966613769531,295.4933471679688,281.42333984375,290.7099914550781,74643300
2022-03-03 00:00:00,279.7633361816406,295.4800109863281,277.5333251953125,292.92333984375,61623600
2022-03-04 00:00:00,279.4299926757812,285.2166748046875,275.0533447265625,283.0333251953125,66999600
2022-03-07 00:00:00,268.1933288574219,288.7133178710938,268.1900024414062,285.4333190917969,72494100
2022-03-08 00:00:00,274.7999877929688,283.3299865722656,260.7233276367188,265.1766662597656,80399100
2022-03-09 00:00:00,286.3233337402344,286.8533325195312,277.336669921875,279.82666015625,59184000
2022-03-10 00:00:00,279.4333190917969,284.8166809082031,270.1199951171875,283.8166809082031,58648500
2022-03-11 00:00:00,265.1166687011719,281.2666625976562,264.5899963378906,280.0666809082031,67037100
2022-03-14 00:00:00,255.4566650390625,266.8999938964844,252.0133361816406,260.2033386230469,71152200
2022-03-15 00:00:00,267.2966613769531,268.5233459472656,252.1900024414062,258.42333984375,66841200
2022-03-16 00:00:00,280.07666015625,280.6666564941406,267.4200134277344,269.6666564941406,84028800
2022-03-17 00:00:00,290.5333251953125,291.6666564941406,275.239990234375,276.9966735839844,66582900
2022-03-18 00:00:00,301.7966613769531,302.6166687011719,289.1300048828125,291.4966735839844,100414200
2022-03-21 00:00:00,307.0533447265625,314.2833251953125,302.3633422851562,304.9933471679688,81981600
2022-03-22 00:00:00,331.32666015625,332.6199951171875,307.25,310,105868500
2022-03-23 00:00:00,333.0366821289062,346.8999938964844,325.4666748046875,326.6466674804688,120676200
2022-03-24 00:00:00,337.9733276367188,341.4966735839844,329.6000061035156,336.57666015625,68920800
2022-03-25 00:00:00,336.8800048828125,340.6000061035156,332.4400024414062,336,62031600
2022-03-28 00:00:00,363.9466552734375,365.9599914550781,351.2000122070312,355.0333251953125,102506100
2022-03-29 00:00:00,366.5233459472656,371.5899963378906,357.7033386230469,369.3299865722656,73614900
2022-03-30 00:00:00,364.663330078125,371.3166809082031,361.3333435058594,363.7233276367188,59865000
2022-03-31 00:00:00,359.2000122070312,367.7133178710938,358.8800048828125,364.8566589355469,48992700
2022-04-01 00:00:00,361.5299987792969,364.9166564941406,355.5466613769531,360.3833312988281,54263100
2022-04-04 00:00:00,381.8166809082031,383.3033447265625,357.510009765625,363.1266784667969,82035900
2022-04-05 00:00:00,363.7533264160156,384.2900085449219,362.4333190917969,378.7666625976562,80075100
2022-04-06 00:00:00,348.586669921875,359.6666564941406,342.5666809082031,357.8233337402344,89348400
2022-04-07 00:00:00,352.4200134277344,358.8633422851562,340.5133361816406,350.7966613769531,79447200
2022-04-08 00:00:00,341.8299865722656,349.4800109863281,340.8133239746094,347.7366638183594,55013700
2022-04-11 00:00:00,325.3099975585938,336.1566772460938,324.8800048828125,326.7999877929688,59357100
2022-04-12 00:00:00,328.9833374023438,340.3966674804688,325.5333251953125,332.5466613769531,65976000
2022-04-13 00:00:00,340.7900085449219,342.0799865722656,324.3666687011719,327.0266723632812,55121100
2022-04-14 00:00:00,328.3333435058594,337.5700073242188,327.3966674804688,333.0966796875,58422300
2022-04-18 00:00:00,334.7633361816406,338.3066711425781,324.4700012207031,329.6766662597656,51715200
2022-04-19 00:00:00,342.7166748046875,344.9800109863281,331.7766723632812,335.0199890136719,49847700
2022-04-20 00:00:00,325.7333374023438,344.6666564941406,325.0833435058594,343.3333435058594,70711200
2022-04-21 00:00:00,336.260009765625,364.0733337402344,332.1400146484375,358.2433471679688,105416400
2022-04-22 00:00:00,335.0166625976562,344.9500122070312,331.3333435058594,338.3033447265625,69696600
2022-04-25 00:00:00,332.67333984375,336.2066650390625,325.1000061035156,326.3233337402344,68341200
2022-04-26 00:00:00,292.1400146484375,333.3333435058594,291.6666564941406,331.8099975585938,136133700
2022-04-27 00:00:00,293.836669921875,306,292.4533386230469,299.5266723632812,76956300
2022-04-28 00:00:00,292.5033264160156,300,273.8999938964844,299.9933471679688,124948500
2022-04-29 00:00:00,290.2533264160156,311.4666748046875,290,300.75,88133100
2022-05-02 00:00:00,300.9800109863281,302.1199951171875,282.6766662597656,286.92333984375,75781500
2022-05-03 00:00:00,303.0833435058594,308.0266723632812,296.1966552734375,301.0599975585938,63709500
2022-05-04 00:00:00,317.5400085449219,318.5,295.0933227539062,301.3133239746094,81643800
2022-05-05 00:00:00,291.0933227539062,315.2000122070312,285.8999938964844,313.0066528320312,92519100
2022-05-06 00:00:00,288.5499877929688,296,281.0366821289062,295.6666564941406,72903000
2022-05-09 00:00:00,262.3699951171875,281.8766784667969,260.3833312988281,278.8166809082031,90810300
2022-05-10 00:00:00,266.6799926757812,275.1199951171875,258.0833435058594,273.1033325195312,84401700
2022-05-11 00:00:00,244.6666717529297,269.92333984375,242.3999938964844,265,97224600
2022-05-12 00:00:00,242.6666717529297,253.2200012207031,226.6666717529297,233.6666717529297,140313000
2022-05-13 00:00:00,256.5299987792969,262.4500122070312,250.5233306884766,257.82666015625,92150700
2022-05-16 00:00:00,241.4566650390625,256.586669921875,239.6966705322266,255.7200012207031,86098500
2022-05-17 00:00:00,253.8699951171875,254.82666015625,242.9499969482422,249.1199951171875,80236200
2022-05-18 00:00:00,236.6033325195312,253.5,233.6033325195312,248.17333984375,87811800
2022-05-19 00:00:00,236.4733276367188,244.6666717529297,231.3699951171875,235.6666717529297,90296700
2022-05-20 00:00:00,221.3000030517578,240.5266723632812,211,237.9966735839844,144973200
2022-05-23 00:00:00,224.9666595458984,226.6533355712891,212.6866607666016,218.3399963378906,88903500
2022-05-24 00:00:00,209.3866729736328,217.9733276367188,206.8566741943359,217.8433380126953,89092500
2022-05-25 00:00:00,219.6000061035156,223.1066741943359,207.6699981689453,207.9499969482422,92139300
2022-05-26 00:00:00,235.9100036621094,239.5566711425781,217.8866729736328,220.4733276367188,106003200
2022-05-27 00:00:00,253.2100067138672,253.2666625976562,240.1766662597656,241.0833282470703,89295000
2022-05-31 00:00:00,252.7533264160156,259.6000061035156,244.7433319091797,257.9466552734375,101914500
2022-06-01 00:00:00,246.7899932861328,257.32666015625,243.6399993896484,251.7200012207031,77247900
2022-06-02 00:00:00,258.3333435058594,264.2099914550781,242.0666656494141,244.1566619873047,93473100
2022-06-03 00:00:00,234.5166625976562,247.7966613769531,233.4166717529297,243.2266693115234,112393800
2022-06-06 00:00:00,238.2799987792969,244.8666687011719,234.3500061035156,244.3533325195312,84204600
2022-06-07 00:00:00,238.8866729736328,239.9966735839844,230.0933380126953,234,72808500
2022-06-08 00:00:00,241.8666687011719,249.9633331298828,239.1766662597656,240.086669921875,76210500
